,Role,Date,Seniority,Salary,Company
12729,Software Engineer,2015-11-29,4,22000,הפניקס
12730,Cyber Security,2015-11-29,4,30000,סמייל 012
12731,Team Leader,2015-11-29,4,22000,קודאק
12732,C# Programmer,2015-11-29,4,15000,נספרסו
12733,C Programmer,2015-11-25,4,26000,סימביוניקס
12734,Mobile Programmer,2015-11-25,4,12000,מטריקס
12735,Software Engineer,2015-11-25,4,15000,חילן-טק
12736,Team Leader,2015-11-25,4,17000,צ'קפוינט
12737,Software Engineer,2015-11-25,4,10000,צ'קפוינט
12738,Software Engineer,2015-11-25,4,24000,סאפ
12739,Software Engineer,2015-11-25,4,25500,טי וי אי
12740,Software Engineer,2015-11-25,4,20500,מלאנוקס
12741,Software Engineer,2015-11-25,4,24000,אינטל
12742,Software Engineer,2015-11-25,4,14000,אמדוקס
12743,Software Engineer,2015-11-25,4,16500,הפניקס
12744,Software Engineer,2015-11-25,4,20000,פיוניר
12745,Software Engineer,2015-11-25,4,20000,סימביוניקס
12746,C Programmer,2015-11-25,4,15000,צ'קפוינט
12747,Database Administrator,2015-11-25,4,6000,והשמה גיוס - דאן
12748,C Programmer,2015-11-25,4,23500,אווירית תעשייה
12749,Database Administrator,2015-11-25,4,30000,דל
12750,Web Programmer,2015-11-25,4,14000,ספוטאופשן
12751,Java Programmer,2015-11-25,4,21000,נס
12752,Team Leader,2015-11-25,4,24500,מערכות פורייה
12753,DevOps,2015-11-25,4,10000,HPE מרקורי
12754,Java Programmer,2015-11-25,4,15000,צ'קפוינט
12755,Cyber Security,2015-11-25,4,13000,צ'קפוינט
12756,Cyber Security,2015-11-25,4,23000,נייס
12757,Cyber Security,2015-11-25,4,12500,הביטחון משרד
12758,C# Programmer,2015-11-25,4,25000,קארד לאומי
12759,Web Programmer,2015-11-25,4,25000,Wix
12760,.NET,2015-11-25,4,19000,"מט""ח"
12761,Software Engineer,2015-11-25,4,17000,תדיעד
12762,.NET,2015-11-25,4,18000,יס
12763,C Programmer,2015-11-25,4,20000,אמדוקס
12764,.NET,2015-11-25,4,10000,אלקטרוניות תעשיות גמאטרוניק
12765,Web Programmer,2015-11-18,4,25000,ClickSoftware
12766,Web Programmer,2015-11-18,4,26000,נטומד
12767,Python Programmer,2015-11-18,4,14000,ERM
12768,Python Programmer,2015-11-18,4,8000,סופטוויר גליל
12769,DevOps,2015-11-18,4,18000,אינטל
12770,DevOps,2015-11-18,4,10000,טלקום דויטשה
12771,Web Programmer,2015-11-18,4,15000,מטריקס
12772,Mobile Programmer,2015-11-18,4,16000,צ'קפוינט
12773,Mobile Programmer,2015-11-18,4,20000,ClickSoftware
12774,Mobile Programmer,2015-11-18,4,10000,מידע טכנולוגיות ידיעות
12775,Mobile Programmer,2015-11-18,4,16000,HPE מרקורי
12776,Software Student,2015-11-18,4,6000,אינטל
12777,DevOps,2015-11-18,4,21000,אמדוקס
12778,Web Programmer,2015-11-18,4,21000,מוטורולה
12779,Software Student,2015-11-18,4,13000,אינטל
12780,Software Student,2015-11-18,4,6000,אווירית תעשייה
12781,Software Student,2015-11-18,4,5000,בולט
12782,C Programmer,2015-11-18,4,14000,צ'קפוינט
12783,C Programmer,2015-11-18,4,14000,סופטוב
12784,C Programmer,2015-11-18,4,16000,צ'קפוינט
12785,C# Programmer,2015-11-18,4,28000,מיקרוסופט
12786,C# Programmer,2015-11-18,4,15000,מטריקס
12787,C# Programmer,2015-11-18,4,20000,יבמ
12788,C Programmer,2015-11-18,4,20000,ECI
12789,C# Programmer,2015-11-18,4,26000,מערכות אלביט
12790,C# Programmer,2015-11-18,4,16000,HPE מרקורי
12791,C# Programmer,2015-11-18,4,13000,הפניקס
12792,C# Programmer,2015-11-18,4,24000,סיסטמס מדיקל פיליפס
12793,Software Student,2015-11-18,4,10000,מוטורולה
12794,Software Student,2015-11-18,4,1300,חיפה אוניברסיטת
12795,Software Student,2015-11-18,4,6000,אורבוטק
12796,Team Leader,2015-11-18,4,19000,מטריקס
12797,Python Programmer,2015-11-18,4,22500,EMC
12798,.NET,2015-11-18,4,16500,קארד לאומי
12799,Software Engineer,2015-11-18,4,27000,מיקרוסופט
12800,Software Engineer,2015-11-18,4,18000,מלאנוקס
12801,Software Engineer,2015-11-18,4,22000,רפאל
12802,Sysadmin Windows,2015-11-18,4,9000,מטריקס
12803,Sysadmin Windows,2015-11-18,4,15000,אמדוקס
12804,Sysadmin Windows,2015-11-18,4,20000,לוג'יק
12805,Software Engineer,2015-11-18,4,18000,מערכות אלביט
12806,Team Leader,2015-11-18,4,25000,סטנלי
12807,Software Engineer,2015-11-18,4,12000,ספיאנס
12808,Software Engineer,2015-11-18,4,15000,מקורות
12809,Software Engineer,2015-11-18,4,15000,אמדוקס
12810,Software Engineer,2015-11-18,4,23000,אינטל
12811,Algorithms Developer,2015-11-18,4,25000,סמסונג
12812,Java Programmer,2015-11-18,4,5500,סינטקמדיה
12813,Java Programmer,2015-11-18,4,16500,טכנולוגיות תופין
12814,Java Programmer,2015-11-18,4,16000,תוכנה מערכות שנהב
12815,Java Programmer,2015-11-18,4,24000,איזיצ'יפ
12816,Software Engineer,2015-11-18,4,19000,אלספק
12817,Software Engineer,2015-11-18,4,20000,אינטל
12818,Linux,2015-11-18,4,18000,תנובה
12819,Software Engineer,2015-11-18,4,11000,אומגה אלפא
12820,.NET,2015-11-18,4,6000,נס
12821,Software Engineer,2015-11-18,4,26000,דיזיינס סיגמא
12822,Java Programmer,2015-11-18,4,15000,אמדוקס
12823,.NET,2015-11-18,4,13000,ג'נריקס
12824,Sysadmin Windows,2015-11-18,4,16000,ורוניס
12825,Software Engineer,2015-11-18,4,21000,ורינט
12826,Software Engineer,2015-11-18,4,20500,צ'קפוינט
12827,Software Engineer,2015-11-18,4,12000,סימביוניקס
12828,Java Programmer,2015-11-18,4,17000,ורינט
12829,Java Programmer,2015-11-18,4,18000,אמדוקס
12830,.NET,2015-11-18,4,21000,אן.סי.אר
12831,Java Programmer,2015-11-18,4,6000,צ'קפוינט
12832,Algorithms Developer,2015-11-18,4,36000,סטרטסיס
12833,Java Programmer,2015-11-18,4,32000,דאטוראמה
12834,Software Engineer,2015-11-18,4,19000,אמדוקס
12835,.NET,2015-11-10,4,22000,נייס
12836,DevOps,2015-11-10,4,12000,הולה
12837,Software Engineer,2015-11-10,4,25000,מארוול
12838,C# Programmer,2015-11-10,4,12000,eWaveMD
12839,Software Student,2015-11-10,4,6000,מיקרוסופט
12840,Mobile Programmer,2015-11-10,4,16000,מטריקס
12841,Database Administrator,2015-11-10,4,21000,ישראל אורקל
12842,Web Programmer,2015-11-10,4,10000,ספיאנס
12843,C# Programmer,2015-11-10,4,11000,דיפ-טק
12844,Linux,2015-11-10,4,26000,מארוול
12845,Software Engineer,2015-11-06,4,17500,סיסקו
12846,Software Engineer,2015-11-06,4,17000,נייס
12847,Cyber Security,2015-11-06,4,12000,מוטורולה
12848,Java Programmer,2015-11-06,4,18000,לייבפרסון
12849,Java Programmer,2015-11-06,4,22000,סיסקו
12850,C Programmer,2015-11-06,4,25500,מערכות אלביט
12851,Software Student,2015-11-05,4,3780,אווירית תעשייה
12852,Database Administrator,2015-11-05,4,6500,אווירית תעשייה
12853,C# Programmer,2015-11-05,4,18000,איביי
12854,Software Engineer,2015-11-04,4,28000,מיקרוסופט
12855,Web Programmer,2015-11-04,4,16000,ניהול שרותי פרסייס
12856,Java Programmer,2015-10-28,4,26000,לייבפרסון
12857,C Programmer,2015-10-28,4,25000,אלטייר
12858,C Programmer,2015-10-28,4,22000,קונדויט
12859,C Programmer,2015-10-27,4,25000,מארוול
12860,C# Programmer,2015-10-27,4,16000,צ'קפוינט
12861,Cyber Security,2015-10-27,4,8000,קומסק
12862,Java Programmer,2015-10-27,4,16000,טלמפ
12863,C Programmer,2015-10-27,4,16500,צ'קפוינט
12864,Java Programmer,2015-10-27,4,10000,ספיאנס
12865,Software Student,2015-10-27,4,4500,מערכות אלביט
12866,Web Programmer,2015-10-27,4,21000,ריטליקס
12867,Software Engineer,2015-10-27,4,18000,טכנולוגיות טק קורן
12868,Software Engineer,2015-10-27,4,23000,מערכות אלביט
12869,Web Programmer,2015-10-27,4,22000,סופרסוניק
12870,.NET,2015-10-26,4,13000,"בע""מ ומערכות תוכנה יעל"
12871,Software Engineer,2015-10-26,4,18500,מערכות אלביט
12872,Software Engineer,2015-10-26,4,30000,מיקרוסופט
12873,C# Programmer,2015-10-26,4,16000,ורוניס
12874,Algorithms Developer,2015-10-26,4,8000,ספיאנס
12875,.NET,2015-10-26,4,14000,מטריקס
12876,Software Student,2015-10-25,4,5000,תקשורת סלנו
12877,.NET,2015-10-25,4,6000,פרודוור
12878,Cyber Security,2015-10-25,4,12300,SDS
12879,Software Student,2015-10-25,4,3000,תקשורת סלנו
12880,.NET,2015-10-25,4,16000,טלדור
12881,C# Programmer,2015-10-25,4,14000,אקספריס
12882,Software Engineer,2015-10-25,4,20000,אינטל
12883,Cyber Security,2015-10-25,4,14000,טלדור
12884,Software Engineer,2015-10-25,4,15000,סיווה
12885,Web Programmer,2015-10-25,4,15000,קולפלו
12886,Team Leader,2015-10-25,4,7200,הדרכה ברייס ג'ון
12887,C Programmer,2015-10-25,4,26000,סופטוור מג'יק
12888,C Programmer,2015-10-25,4,20000,מארוול
12889,Web Programmer,2015-10-25,4,10000,נתאג'
12890,Java Programmer,2015-10-25,4,26000,sungard
12891,Software Engineer,2015-10-25,4,35000,מוביקסל
12892,Java Programmer,2015-10-25,4,15000,מלם-תים
12893,Team Leader,2015-10-22,4,19000,888
12894,Python Programmer,2015-10-22,4,10000,צ'קפוינט
12895,C Programmer,2015-10-22,4,10000,אמדוקס
12896,Software Engineer,2015-10-22,4,25000,מארוול
12897,Software Student,2015-10-22,4,6000,נייס
12898,Algorithms Developer,2015-10-22,4,27000,מארוול
12899,.NET,2015-10-22,4,18000,eWave
12900,Software Engineer,2015-10-22,4,22000,מלאנוקס
12901,C# Programmer,2015-10-22,4,20000,טלדור
12902,.NET,2015-10-22,4,25000,קפיטק
12903,C# Programmer,2015-10-22,4,22000,איטרנטי
12904,C# Programmer,2015-10-22,4,15000,מלאנוקס
12905,Software Engineer,2015-10-22,4,38000,נטוורקס אלטו פאלו
12906,Java Programmer,2015-10-22,4,14000,תוכנה מערכות שנהב
12907,Software Engineer,2015-10-21,4,24000,רדוור
12908,DevOps,2015-10-21,4,30000,פריון
12909,C# Programmer,2015-10-21,4,27000,ורינט
12910,DevOps,2015-10-21,4,18000,נס
12911,.NET,2015-10-21,4,15000,נס
12912,Web Programmer,2015-10-21,4,8100,SQLink
12913,Web Programmer,2015-10-21,4,28000,רדוור
12914,Web Programmer,2015-10-21,4,12000,וובפאלס קבוצת
12915,.NET,2015-10-21,4,21000,SQLink
12916,Team Leader,2015-10-21,4,27500,נובוטון
12917,C# Programmer,2015-10-21,4,15000,ריטליקס
12918,C# Programmer,2015-10-21,4,16000,מלאנוקס
12919,C# Programmer,2015-10-21,4,20000,גוגל
12920,Software Student,2015-10-21,4,4800,אינטל
12921,C Programmer,2015-10-21,4,26000,סיסקו
12922,C Programmer,2015-10-21,4,5100,מטריקס
12923,C Programmer,2015-10-21,4,6500,"צה""ל"
12924,C Programmer,2015-10-21,4,11000,טכנולוגיסטיקה אלטל
12925,C# Programmer,2015-10-21,4,18000,יבמ
12926,Sysadmin Windows,2015-10-21,4,10000,החשמל חברת
12927,Sysadmin Windows,2015-10-21,4,6500,צ'קפוינט
12928,C# Programmer,2015-10-21,4,15000,מערכות אלעד
12929,Software Student,2015-10-21,4,10000,צ'קפוינט
12930,C# Programmer,2015-10-21,4,16000,מלם-תים
12931,Cyber Security,2015-10-21,4,26000,פייפל
12932,DevOps,2015-10-21,4,18000,סימנס
12933,Software Engineer,2015-10-21,4,27000,אוויה
12934,Software Engineer,2015-10-21,4,17000,אינטל
12935,Java Programmer,2015-10-21,4,18000,גרופ ריסקו
12936,Python Programmer,2015-10-21,4,18000,סיסקו
12937,Software Engineer,2015-10-21,4,13000,אינטל
12938,Software Engineer,2015-10-21,4,24000,אינסטרומנטס טקסס
12939,Software Engineer,2015-10-21,4,21000,אמדוקס
12940,Software Engineer,2015-10-21,4,24000,ברודקום
12941,Java Programmer,2015-10-21,4,16000,אקספריטסט
12942,Java Programmer,2015-10-21,4,13000,אמדוקס
12943,Software Engineer,2015-10-21,4,25000,אינטל
12944,Software Engineer,2015-10-21,4,19000,מארוול
12945,Software Engineer,2015-10-21,4,18000,רדווין
12946,Software Engineer,2015-10-21,4,17000,ורינט
12947,Algorithms Developer,2015-10-09,4,18000,מערכות אלביט
12948,Java Programmer,2015-10-09,4,28000,לייבפרסון
12949,Web Programmer,2015-10-09,4,12000,מערכות פורייה
12950,Software Engineer,2015-10-09,4,34200,מיקרוסופט
12951,Team Leader,2015-10-08,4,20000,מטריקס
12952,C# Programmer,2015-10-08,4,13000,אס.פי.אל
12953,Sysadmin Windows,2015-10-08,4,12000,בינלאומי בזק
12954,C# Programmer,2015-10-08,4,15000,כלמוביל
12955,C# Programmer,2015-10-08,4,25000,אן.סי.אר
12956,C Programmer,2015-10-08,4,19400,ורוניס
12957,Software Engineer,2015-10-08,4,20000,אן.סי.אר
12958,Software Engineer,2015-10-08,4,25000,מארוול
12959,Web Programmer,2015-10-08,4,12500,אפיקס
12960,C Programmer,2015-10-08,4,15000,HPE מרקורי
12961,DevOps,2015-10-08,4,13000,סופרדריבטיבס
12962,DevOps,2015-10-08,4,16000,אינטל
12963,Web Programmer,2015-10-08,4,6000,רילקומרס
12964,Software Engineer,2015-10-08,4,25300,רשתות F5
12965,Java Programmer,2015-10-08,4,15000,ספייסס ג'יגה
12966,Database Administrator,2015-10-08,4,8000,פרטנר
12967,Java Programmer,2015-10-08,4,20000,eWave
12968,Java Programmer,2015-10-08,4,8000,מטריקס
12969,Java Programmer,2015-10-08,4,17000,אמדוקס
12970,Software Engineer,2015-10-08,4,24000,נס
12971,DevOps,2015-10-06,4,25000,לוג'יק
12972,Software Engineer,2015-10-06,4,21000,אווירית תעשייה
12973,Software Engineer,2015-10-06,4,27000,לוג'יק
12974,Algorithms Developer,2015-10-06,4,24000,EMC
12975,Sysadmin Windows,2015-10-06,4,16000,השקעות בית פסגות
12976,Software Student,2015-10-05,4,7000,סנדיסק
12977,C# Programmer,2015-10-05,4,6000,פרודוור
12978,Team Leader,2015-10-05,4,32000,סנדיסק
12979,C Programmer,2015-10-05,4,14000,ספיאנס
12980,C Programmer,2015-10-05,4,24500,רד
12981,Software Engineer,2015-10-05,4,14000,ורינט
12982,Software Engineer,2015-10-05,4,31000,ברודקום
12983,C# Programmer,2015-10-04,4,15000,סאפ
12984,Software Engineer,2015-10-04,4,25000,מלאנוקס
12985,Java Programmer,2015-10-04,4,25000,אמדוקס
12986,C# Programmer,2015-10-04,4,20000,רשתות F5
12987,Sysadmin Windows,2015-09-30,4,12000,אמדוקס
12988,Database Administrator,2015-09-30,4,28000,סלקום
12989,Algorithms Developer,2015-09-30,4,19800,מערכות אלביט
12990,Sysadmin Windows,2015-09-30,4,6500,אינטל
12991,.NET,2015-09-29,4,12000,bt9
12992,C# Programmer,2015-09-29,4,15000,eWave
12993,Software Engineer,2015-09-29,4,23000,אינטל
12994,Cyber Security,2015-09-29,4,30000,סלקום
12995,Software Engineer,2015-09-29,4,27000,רדוור
12996,Software Student,2015-09-29,4,15000,סאפ
12997,Software Engineer,2015-09-29,4,27000,דיסקרטיקס
12998,Cyber Security,2015-09-29,4,12000,קומסק
12999,C Programmer,2015-09-29,4,17000,צ'קפוינט
13000,Software Engineer,2015-09-29,4,15000,צ'קפוינט
13001,Algorithms Developer,2015-09-29,4,36000,סיסקו
13002,Java Programmer,2015-09-29,4,15000,סאפיאנס
13003,Database Administrator,2015-09-29,4,22000,וראסיטי
13004,Software Engineer,2015-09-29,4,22000,אמדוקס
13005,Software Engineer,2015-09-24,4,15000,מלאנוקס
13006,Software Engineer,2015-09-24,4,26000,מטריקס
13007,DevOps,2015-09-24,4,12000,אמדוקס
13008,Team Leader,2015-09-24,4,28000,טל אי.סי.
13009,.NET,2015-09-24,4,18000,אווירית תעשייה
13010,.NET,2015-09-24,4,8000,המיסים רשות
13011,C# Programmer,2015-09-24,4,25000,יוניטסק
13012,Web Programmer,2015-09-24,4,8500,אואזיס קוד
13013,Python Programmer,2015-09-24,4,12000,אמדוקס
13014,Sysadmin Windows,2015-09-24,4,22500,נייס
13015,Web Programmer,2015-09-24,4,18000,אמדוקס
13016,C# Programmer,2015-09-24,4,18000,אינטל
13017,C# Programmer,2015-09-24,4,29000,סיזמק
13018,Web Programmer,2015-09-24,4,18000,קנשו
13019,Java Programmer,2015-09-21,4,17000,ספיאנס
13020,Java Programmer,2015-09-21,4,20000,ECI
13021,.NET,2015-09-21,4,24000,סינריון
13022,.NET,2015-09-21,4,9500,נס
13023,Software Engineer,2015-09-21,4,8000,רפאל
13024,Cyber Security,2015-09-20,4,15000,אינטל
13025,Software Engineer,2015-09-20,4,27500,אימפרבה
13026,C# Programmer,2015-09-20,4,18000,ריטליקס
13027,Software Engineer,2015-09-20,4,17000,מוביליקום
13028,Web Programmer,2015-09-20,4,10000,טריידנסי
13029,Sysadmin Windows,2015-09-20,4,14000,מטריקס
13030,Java Programmer,2015-09-20,4,21500,טכנולוגיות אקסטרים
13031,Software Engineer,2015-09-20,4,31000,מטיריאלס אפלייד
13032,Team Leader,2015-09-20,4,6500,הוט
13033,Java Programmer,2015-09-17,4,13000,אמדוקס
13034,Java Programmer,2015-09-17,4,16500,מובייל זוז
13035,C# Programmer,2015-09-16,4,18000,סופרקום
13036,C Programmer,2015-09-16,4,13000,אינטל
13037,Software Engineer,2015-09-16,4,15000,מערכות אלביט
13038,Software Engineer,2015-09-16,4,25000,הדרכה ברייס ג'ון
13039,Software Engineer,2015-09-16,4,23500,איי אס אר
13040,Java Programmer,2015-09-16,4,13000,EMC
13041,Software Engineer,2015-09-16,4,21000,מוטורולה
13042,Software Engineer,2015-09-16,4,26000,סימיגון
13043,Java Programmer,2015-09-16,4,14000,ליבריס אקס
13044,Software Engineer,2015-09-16,4,22000,אן.סי.אר
13045,.NET,2015-09-16,4,24000,אל או אי
13046,Linux,2015-09-16,4,33000,סנדיסק
13047,C# Programmer,2015-09-16,4,13000,אמדוקס
13048,C# Programmer,2015-09-09,4,11000,מטריקס
13049,Software Engineer,2015-09-09,4,23500,אנ.די.אס
13050,.NET,2015-09-09,4,13000,מחשבים אמן
13051,DevOps,2015-09-09,4,14000,אמדוקס
13052,C Programmer,2015-09-09,4,27000,אן.סי.אר
13053,Software Engineer,2015-09-09,4,20000,מערכות אלביט
13054,C Programmer,2015-09-07,4,25000,יוניטרוניקס
13055,Software Engineer,2015-09-07,4,25000,מארוול
13056,Software Engineer,2015-09-07,4,21000,סיסקו
13057,Web Programmer,2015-09-07,4,24000,אמדוקס
13058,Web Programmer,2015-09-07,4,23000,Coolvision
13059,Software Engineer,2015-09-07,4,20000,יאהו!
13060,C# Programmer,2015-09-07,4,16500,אמדוקס
13061,.NET,2015-09-07,4,17000,טכנולוגיות סיברון
13062,Team Leader,2015-09-07,4,22000,קומברס
13063,C# Programmer,2015-09-07,4,23000,סאפ
13064,Software Engineer,2015-09-07,4,25000,טרגו
13065,.NET,2015-09-07,4,11500,מטריקס
13066,Software Engineer,2015-09-07,4,25000,אן-טריג
13067,Software Engineer,2015-09-07,4,24600,מארוול
13068,Software Engineer,2015-09-07,4,15000,הביטחון משרד
13069,Algorithms Developer,2015-09-07,4,16000,צ'קפוינט
13070,Software Student,2015-09-07,4,5200,אינטל
13071,Algorithms Developer,2015-09-07,4,13000,אמדוקס
13072,Cyber Security,2015-09-06,4,6500,צ'קפוינט
13073,Cyber Security,2015-09-06,4,20000,סלקום
13074,Software Engineer,2015-09-06,4,17500,ורינט
13075,Software Student,2015-09-05,4,5000,מיקרוסופט
13076,Software Engineer,2015-09-05,4,27000,ברודקום
13077,Software Engineer,2015-09-05,4,22000,נטוורקס סרגון
13078,Software Engineer,2015-09-05,4,32000,נטוורקס ביגבנד
13079,Team Leader,2015-09-05,4,24000,מלם-תים
13080,Software Student,2015-09-05,4,4200,רפאל
13081,C Programmer,2015-09-05,4,17000,מוטורולה
13082,Software Student,2015-09-05,4,6500,אדג' סולאר
13083,.NET,2015-09-04,4,10000,קולפלו
13084,.NET,2015-09-04,4,19000,ריטליקס
13085,C# Programmer,2015-09-04,4,19000,צ'קפוינט
13086,C Programmer,2015-09-04,4,23000,אינטל
13087,Cyber Security,2015-09-04,4,7000,מלם-תים
13088,Software Engineer,2015-08-31,4,23500,סאפ
13089,Web Programmer,2015-08-31,4,25000,כולהדטה
13090,Java Programmer,2015-08-31,4,24500,נייס
13091,.NET,2015-08-31,4,23500,ישראל ביו-ראד
13092,Software Engineer,2015-08-31,4,16000,קונדויט
13093,Software Engineer,2015-08-31,4,18000,רדווין
13094,Software Engineer,2015-08-31,4,22000,טכנולוגיות תופין
13095,Software Engineer,2015-08-31,4,25000,איי אס אר
13096,Software Student,2015-08-31,4,4300,מערכות אלביט
13097,C# Programmer,2015-08-31,4,24000,נייס
13098,C# Programmer,2015-08-31,4,23000,ספרים כהן אריק - בי סי אי
13099,C# Programmer,2015-08-31,4,9000,סלע
13100,C Programmer,2015-08-31,4,13000,סינטקמדיה
13101,C Programmer,2015-08-31,4,18000,ורינט
13102,C Programmer,2015-08-31,4,17000,ECI
13103,Web Programmer,2015-08-31,4,16000,סופט אנג'י
13104,Web Programmer,2015-08-27,4,13000,אמדוקס
13105,Software Student,2015-08-27,4,7000,אינטל
13106,Database Administrator,2015-08-27,4,10000,קיו טופ
13107,Sysadmin Windows,2015-08-27,4,18000,HPE מרקורי
13108,Team Leader,2015-08-27,4,30000,לייביו
13109,DevOps,2015-08-26,4,20000,צ'קפוינט
13110,DevOps,2015-08-26,4,24000,redbend
13111,Linux,2015-08-26,4,30000,אקס.אם.פיי
13112,Web Programmer,2015-08-26,4,22000,HPE מרקורי
13113,.NET,2015-08-26,4,13000,מטריקס
13114,Software Engineer,2015-08-26,4,26000,לברייט
13115,C Programmer,2015-08-26,4,26000,EMC
13116,Java Programmer,2015-08-26,4,20000,אמדוקס
13117,Database Administrator,2015-08-26,4,20000,אופטימוב
13118,Cyber Security,2015-08-26,4,6000,סי טריפל
13119,Web Programmer,2015-08-26,4,18000,888
13120,C# Programmer,2015-08-26,4,16000,אווירית תעשייה
13121,Software Engineer,2015-08-26,4,22000,Communications Allot
13122,Java Programmer,2015-08-26,4,11000,ספיאנס
13123,Software Engineer,2015-08-26,4,22000,אינטל
13124,.NET,2015-08-26,4,8600,מטריקס
13125,Team Leader,2015-08-26,4,25000,לברייט
13126,Java Programmer,2015-08-23,4,9000,אמדוקס
13127,C Programmer,2015-08-23,4,15000,איזיצ'יפ
13128,Cyber Security,2015-08-23,4,14000,יאנג אנד ארנסט
13129,Software Engineer,2015-08-23,4,23000,מדיה פלייקאסט
13130,Software Engineer,2015-08-23,4,21000,מארוול
13131,Software Engineer,2015-08-23,4,20000,לייבפרסון
13132,C# Programmer,2015-08-23,4,28000,מיקרוסופט
13133,C# Programmer,2015-08-20,4,17000,יבמ
13134,Cyber Security,2015-08-20,4,28500,רפאל
13135,Team Leader,2015-08-20,4,28000,הדעת עת
13136,Web Programmer,2015-08-20,4,18000,"בע""מ ומערכות תוכנה יעל"
13137,Java Programmer,2015-08-19,4,12000,אמדוקס
13138,Sysadmin Windows,2015-08-19,4,10000,טכניון
13139,Java Programmer,2015-08-19,4,18000,צ'קפוינט
13140,.NET,2015-08-19,4,23500,קומטק
13141,C Programmer,2015-08-18,4,16000,אינטל
13142,Algorithms Developer,2015-08-18,4,22000,קמינריו
13143,Software Engineer,2015-08-18,4,19000,קרדיקס
13144,C# Programmer,2015-08-18,4,6000,סי.אס גליל
13145,DevOps,2015-08-18,4,21000,הוט
13146,Web Programmer,2015-08-17,4,9500,זאפ קבוצת
13147,Team Leader,2015-08-17,4,22500,אמדוקס
13148,Web Programmer,2015-08-17,4,13000,אמדוקס
13149,Team Leader,2015-08-16,4,30000,ורינט
13150,Software Engineer,2015-08-16,4,24000,מערכות אלביט
13151,Software Engineer,2015-08-16,4,23000,קומטק
13152,Software Engineer,2015-08-16,4,18000,סיסקו
13153,Team Leader,2015-08-16,4,12000,נובולוג
13154,Sysadmin Windows,2015-08-16,4,7000,"צה""ל"
13155,.NET,2015-08-16,4,15000,קונדויט
13156,Java Programmer,2015-08-16,4,8000,אמדוקס
13157,Java Programmer,2015-08-16,4,16000,צ'קפוינט
13158,Java Programmer,2015-08-16,4,14000,אמדוקס
13159,Sysadmin Windows,2015-08-16,4,17500,מלם-תים
13160,Linux,2015-08-16,4,16000,אמדוקס
13161,Software Engineer,2015-08-16,4,11000,סיסמופ
13162,Java Programmer,2015-08-16,4,16000,אמדוקס
13163,PHP,2015-08-16,4,23000,אינטל
13164,C# Programmer,2015-08-16,4,13000,צ'קפוינט
13165,C Programmer,2015-08-16,4,25000,מארוול
13166,C Programmer,2015-08-16,4,38000,אינטל
13167,Linux,2015-08-12,4,17000,אינטל
13168,C Programmer,2015-08-12,4,20000,יבמ
13169,C Programmer,2015-08-12,4,15500,צ'קפוינט
13170,C Programmer,2015-08-12,4,18000,מוטורולה
13171,Cyber Security,2015-08-12,4,25000,אנטריפוינט
13172,Software Student,2015-08-12,4,11500,סאפ
13173,Mobile Programmer,2015-08-12,4,20000,פלייטק
13174,Java Programmer,2015-08-12,4,21000,קונסיסט
13175,DevOps,2015-08-12,4,14000,HPE מרקורי
13176,Team Leader,2015-08-12,4,9000,אקטיביו
13177,Software Engineer,2015-08-12,4,22000,סיסטמס מדיקל פיליפס
13178,Software Engineer,2015-08-12,4,18500,אומריקס
13179,Software Engineer,2015-08-12,4,23500,מטריקס
13180,.NET,2015-08-12,4,15000,קונסיסט
13181,Java Programmer,2015-08-12,4,21500,אימפרבה
13182,C Programmer,2015-08-12,4,19000,נטוורקס סימנס נוקיה
13183,Algorithms Developer,2015-08-12,4,25600,קואלקום
13184,C# Programmer,2015-08-12,4,16000,אמדוקס
13185,C# Programmer,2015-08-12,4,27000,פריון
13186,Software Engineer,2015-08-10,4,22500,EMC
13187,C# Programmer,2015-08-10,4,23000,פליוויז
13188,C# Programmer,2015-08-10,4,23000,נייס
13189,Software Student,2015-08-10,4,3000,מערכות אלתא
13190,Java Programmer,2015-08-10,4,28000,HPE מרקורי
13191,C# Programmer,2015-08-10,4,21000,קנשו
13192,Team Leader,2015-08-09,4,17000,מטריקס
13193,.NET,2015-08-09,4,12000,בולט
13194,Team Leader,2015-08-09,4,27000,סופרדריבטיבס
13195,Software Student,2015-08-09,4,5000,אינטל
13196,Java Programmer,2015-08-05,4,31000,אימפרבה
13197,Software Student,2015-08-05,4,7000,מלאנוקס
13198,Cyber Security,2015-08-05,4,16000,קומיוניקשן גלובל סאט אר אר
13199,Java Programmer,2015-08-04,4,24000,EMC
13200,Web Programmer,2015-08-04,4,24000,סאפ
13201,Mobile Programmer,2015-07-30,4,15000,לוגיה
13202,Software Engineer,2015-07-30,4,18000,אינטל
13203,C# Programmer,2015-07-30,4,34000,קומברס
13204,Mobile Programmer,2015-07-30,4,20000,אודיוקודס
13205,C# Programmer,2015-07-30,4,24000,אן.סי.אר
13206,Java Programmer,2015-07-30,4,24700,HPE מרקורי
13207,Software Engineer,2015-07-30,4,23000,רדקום
13208,C# Programmer,2015-07-29,4,30000,ITG
13209,Java Programmer,2015-07-29,4,15000,אמדוקס
13210,Java Programmer,2015-07-29,4,15000,צ'קפוינט
13211,Software Engineer,2015-07-29,4,11200,אמדוקס
13212,Software Engineer,2015-07-28,4,18000,נס
