,Role,Date,Seniority,Salary,Company
9345,C Programmer,2017-01-03,5,25000,אינטל
9346,Software Engineer,2017-01-03,11,28000,אינדיגו HP
9347,C Programmer,2017-01-03,3,25000,מארוול
9348,C Programmer,2017-01-03,2,24000,יבמ
9349,Cyber Security,2017-01-03,4,12000,בינלאומי בזק
9350,C# Programmer,2017-01-03,3,23000,זרטו
9351,Software Engineer,2017-01-03,3,20000,אינטל
9352,Software Engineer,2017-01-03,8,30000,נייס
9353,Web Programmer,2017-01-02,0,8000,אינביישין ובטק
9354,Software Engineer,2017-01-02,1,18000,סיסקו
9355,Java Programmer,2017-01-02,4,17000,אמדוקס
9356,.NET,2017-01-02,5,23000,זרטו
9357,C Programmer,2017-01-02,0,20000,אסוקס
9358,Java Programmer,2017-01-02,6,30000,HPE מרקורי
9359,Java Programmer,2017-01-01,4,20000,קום-אייטי
9360,Team Leader,2017-01-01,6,20000,"צה""ל"
9361,C# Programmer,2017-01-01,5,19000,מטריקס
9362,Team Leader,2017-01-01,11,33000,מלאנוקס
9363,Cyber Security,2017-01-01,3,6000,אודיוקודס
9364,Software Student,2017-01-01,0,6000,טפחות מזרחי בנק
9365,Linux,2017-01-01,2,16000,לייבפרסון
9366,C# Programmer,2017-01-01,1,19000,יבמ
9367,Team Leader,2017-01-01,4,18000,אומריקס
9368,Software Engineer,2017-01-01,10,30000,סייברארק
9369,DevOps,2016-12-29,0,15000,צ'קפוינט
9370,Mobile Programmer,2016-12-29,2,15000,היפוטק
9371,Java Programmer,2016-12-29,0,16000,אמדוקס
9372,Software Engineer,2016-12-29,11,50000,גוגל
9373,DevOps,2016-12-29,5,27000,לייבפרסון
9374,Java Programmer,2016-12-29,6,29000,Trustwave
9375,DevOps,2016-12-29,5,23000,מיניקום
9376,Web Programmer,2016-12-29,0,14000,Ejitime
9377,Software Engineer,2016-12-29,1,17000,ארליסנס
9378,Software Engineer,2016-12-28,2,20000,אדג' סולאר
9379,.NET,2016-12-28,4,14000,מערכות גב
9380,Mobile Programmer,2016-12-28,4,26000,וורלדמייט
9381,Web Programmer,2016-12-28,1,4000,המיסים רשות
9382,Software Engineer,2016-12-28,3,13000,מערכות אלביט
9383,Web Programmer,2016-12-28,4,6000,טריבייס
9384,.NET,2016-12-28,5,23000,ובקרה אוטומציה קונטאל
9385,Software Engineer,2016-12-27,10,30000,מוביט
9386,C# Programmer,2016-12-27,0,16000,אווירית תעשייה
9387,Web Programmer,2016-12-27,4,10000,אימג' רפיד
9388,DevOps,2016-12-27,0,5500,קולור-צ'יפ
9389,C# Programmer,2016-12-26,6,28000,סייברארק
9390,Software Engineer,2016-12-26,0,18000,סיסטמס מדיקל פיליפס
9391,Sysadmin Windows,2016-12-26,4,12000,שונרא
9392,Software Engineer,2016-12-26,8,20000,אס.פי.אל
9393,Software Student,2016-12-25,0,4200,רפאל
9394,Java Programmer,2016-12-25,0,18000,HPE מרקורי
9395,Database Administrator,2016-12-25,6,19000,אס.פי.אל
9396,.NET,2016-12-25,2,21500,אקס.אם.פיי
9397,Team Leader,2016-12-25,11,15000,"צה""ל"
9398,Cyber Security,2016-12-25,2,15000,רויטרס תומסון
9399,Web Programmer,2016-12-25,2,15000,איידומו
9400,Sysadmin Windows,2016-12-25,3,9700,אמדוקס
9401,Python Programmer,2016-12-22,2,18000,Communications Allot
9402,Team Leader,2016-12-22,1,24000,טריידרטולס
9403,Java Programmer,2016-12-22,3,25000,מטיריאלס אפלייד
9404,C# Programmer,2016-12-22,7,29000,קלריזן
9405,Java Programmer,2016-12-22,0,16000,נס
9406,.NET,2016-12-22,11,13200,וואן1
9407,Software Engineer,2016-12-22,5,22000,HPE מרקורי
9408,.NET,2016-12-21,0,13000,מובייל הוט
9409,C Programmer,2016-12-21,0,12000,צ'קפוינט
9410,C# Programmer,2016-12-20,8,25000,וואן1
9411,Team Leader,2016-12-20,10,35000,טאבטייל
9412,Linux,2016-12-20,0,14000,נטוורקס סימנס נוקיה
9413,C# Programmer,2016-12-20,6,4000,אינטל
9414,Web Programmer,2016-12-20,4,16000,מטריקס
9415,DevOps,2016-12-20,4,30000,אינטרוויז
9416,.NET,2016-12-19,2,15500,אואזיס קוד
9417,Web Programmer,2016-12-19,2,8000,מרקטינג טק
9418,Algorithms Developer,2016-12-19,2,23000,ראיה טכנולוגיות מובילאיי
9419,Java Programmer,2016-12-18,6,21000,אמדוקס
9420,Java Programmer,2016-12-18,2,16000,טפטיקה
9421,Software Engineer,2016-12-18,0,16000,מערכות אלביט
9422,Team Leader,2016-12-18,6,20000,888
9423,Cyber Security,2016-12-18,2,3600,דיפו אופיס
9424,Software Engineer,2016-12-18,5,22000,אינטל
9425,Software Engineer,2016-12-18,7,25000,נובה
9426,Web Programmer,2016-12-18,3,24000,HPE מרקורי
9427,C# Programmer,2016-12-18,0,7000,סנייפר
9428,Team Leader,2016-12-18,7,11000,סי. אס. אמ.
9429,Software Engineer,2016-12-18,11,24000,מערכות בגירה
9430,DevOps,2016-12-18,3,25000,Wix
9431,Software Student,2016-12-15,0,8000,אווירית תעשייה
9432,Software Engineer,2016-12-15,7,30000,הדמיה אספקט
9433,C Programmer,2016-12-15,0,12000,ממוחשבים בקרים רותם
9434,Software Engineer,2016-12-15,5,21000,אלגוטק
9435,Sysadmin Windows,2016-12-15,4,13000,סנטר קונטקט טלאול
9436,Linux,2016-12-15,2,10000,מטריקס
9437,C Programmer,2016-12-14,0,15000,רדקום
9438,Software Engineer,2016-12-14,6,25000,וריפון
9439,C Programmer,2016-12-14,1,16000,רפאל
9440,Sysadmin Windows,2016-12-14,5,16000,פונטיס
9441,.NET,2016-12-14,5,20000,יוניטסק
9442,C Programmer,2016-12-14,3,10000,"צה""ל"
9443,Sysadmin Windows,2016-12-14,3,12000,אל אקס אפ טרייד
9444,Web Programmer,2016-12-13,9,27000,טולונה
9445,C# Programmer,2016-12-13,0,19000,נייס
9446,C Programmer,2016-12-13,11,25500,ישראל סופטוור קווסט
9447,Software Engineer,2016-12-13,4,22000,אינטל
9448,C Programmer,2016-12-13,9,25000,דל
9449,Software Engineer,2016-12-12,4,21000,סיסטמס מדיקל פיליפס
9450,.NET,2016-12-12,2,7500,נטסורס
9451,Web Programmer,2016-12-12,1,12500,פרודוור
9452,Software Student,2016-12-12,0,4000,Qualitest
9453,Software Engineer,2016-12-10,5,22000,גרופ ריסקו
9454,Database Administrator,2016-12-10,10,10500,עודכנית
9455,Software Student,2016-12-09,0,5000,צ'קפוינט
9456,Team Leader,2016-12-09,7,27000,פוליקום
9457,Database Administrator,2016-12-09,0,5667,ניאוגיימס
9458,Cyber Security,2016-12-09,2,22000,מטריקס
9459,C# Programmer,2016-12-09,4,25000,אינטל
9460,Software Engineer,2016-12-09,1,20000,מלאנוקס
9461,Software Student,2016-12-07,3,17000,אינטל
9462,Java Programmer,2016-12-07,1,20500,אמדוקס
9463,Database Administrator,2016-12-07,6,24000,ואלינור
9464,C# Programmer,2016-12-07,4,18000,SQLink
9465,Cyber Security,2016-12-07,2,9000,איי אס אר
9466,Java Programmer,2016-12-07,1,15000,אמדוקס
9467,.NET,2016-12-07,1,8300,קיסופט
9468,Software Student,2016-12-07,0,10000,ברודקום
9469,Web Programmer,2016-12-07,4,18000,סופטוויר גליל
9470,Software Engineer,2016-11-30,11,28500,HPE מרקורי
9471,Software Engineer,2016-11-30,6,25000,ורינט
9472,Software Engineer,2016-11-30,6,35000,יבמ
9473,Software Engineer,2016-11-30,8,32500,רשתות F5
9474,Software Engineer,2016-11-30,11,32000,Ebs
9475,.NET,2016-11-30,5,20000,פלאזה קראון מלון
9476,.NET,2016-11-29,5,9500,הייטק מערכות אורעד
9477,Java Programmer,2016-11-29,2,20000,גרופ ריסקו
9478,DevOps,2016-11-29,2,5000,נס
9479,C# Programmer,2016-11-29,4,20000,מיקרוסופט
9480,Software Student,2016-11-29,0,6000,רפאל
9481,Team Leader,2016-11-29,6,44000,פריון
9482,Web Programmer,2016-11-28,5,25000,נייס
9483,Software Student,2016-11-28,0,4000,רפאל
9484,Software Engineer,2016-11-28,3,26600,אינטל
9485,DevOps,2016-11-28,6,30000,מלאנוקס
9486,Software Engineer,2016-11-28,4,20000,דאו-אפ
9487,.NET,2016-11-27,0,14500,מטריקס
9488,Java Programmer,2016-11-27,3,23000,סורס איירון
9489,DevOps,2016-11-27,5,22000,HPE מרקורי
9490,C Programmer,2016-11-27,0,10500,סינטקמדיה
9491,Java Programmer,2016-11-27,11,25100,HPE מרקורי
9492,Software Engineer,2016-11-27,3,20000,אקטימייז נייס
9493,Java Programmer,2016-11-27,2,10000,מובייל טכנולוגיות סטארטאפ
9494,C# Programmer,2016-11-27,0,12000,סולושנס סופט
9495,Software Engineer,2016-11-24,3,21000,נייס
9496,Mobile Programmer,2016-11-24,3,17000,דבסנס
9497,Software Engineer,2016-11-24,9,28000,אססיאר
9498,PHP,2016-11-24,3,13500,וובספלנט
9499,C# Programmer,2016-11-24,3,25000,מיקרוסופט
9500,Team Leader,2016-11-24,6,28000,נייס
9501,Web Programmer,2016-11-23,1,13000,נס
9502,Software Engineer,2016-11-23,2,20000,קומברס
9503,C# Programmer,2016-11-23,2,14000,מלם-תים
9504,Java Programmer,2016-11-23,7,20000,מבטחים מנורה
9505,DevOps,2016-11-23,5,20000,סיסאייד
9506,.NET,2016-11-23,5,27000,סיטיבנק
9507,C Programmer,2016-11-23,5,23000,ספיאנס
9508,Team Leader,2016-11-23,2,9000,יאנג אנד ארנסט
9509,.NET,2016-11-22,11,23000,לביטוח חברה הכשרה
9510,C# Programmer,2016-11-22,2,11500,פרודוור
9511,Software Engineer,2016-11-22,11,24000,אמדוקס
9512,C Programmer,2016-11-22,5,20000,צ'קפוינט
9513,C Programmer,2016-11-22,11,28000,סיסקו
9514,Algorithms Developer,2016-11-22,4,27000,HPE מרקורי
9515,Software Engineer,2016-11-22,0,18000,נייס
9516,Database Administrator,2016-11-21,11,30000,פיננסים MIG
9517,Java Programmer,2016-11-21,5,20000,מערכות אלביט
9518,Software Engineer,2016-11-21,0,1000,אקספריס
9519,Team Leader,2016-11-21,5,16000,אווירית תעשייה
9520,DevOps,2016-11-21,4,25000,Wix
9521,.NET,2016-11-21,4,24000,מיקרוסופט
9522,C# Programmer,2016-11-20,2,15000,מערכות אלביט
9523,C# Programmer,2016-11-20,5,23000,טלדור
9524,Team Leader,2016-11-20,10,6200,בונדד אשדוד
9525,Cyber Security,2016-11-20,3,15000,קומסק
9526,C Programmer,2016-11-20,0,10000,אקספריס
9527,Software Engineer,2016-11-20,3,14000,קונטרופ
9528,Cyber Security,2016-11-20,5,23879,אינטל
9529,Java Programmer,2016-11-20,3,16200,אמדוקס
9530,Java Programmer,2016-11-20,6,27000,טראיאנה
9531,Software Engineer,2016-11-20,5,25000,אלגוטק
9532,C# Programmer,2016-11-20,2,13000,רילמץ'
9533,.NET,2016-11-20,6,20000,ביטוח כלל
9534,Algorithms Developer,2016-11-20,10,30000,HPE מרקורי
9535,Java Programmer,2016-11-20,2,23000,טי. אנד איי.טי.
9536,Java Programmer,2016-11-17,2,24000,נייס
9537,Software Student,2016-11-17,0,4500,אינטל
9538,C# Programmer,2016-11-17,3,8000,חילן-טק
9539,Sysadmin Windows,2016-11-17,8,10000,בינלאומי בזק
9540,Software Engineer,2016-11-16,0,23000,מיקרוסופט
9541,Web Programmer,2016-11-16,4,21000,בט נט
9542,Software Engineer,2016-11-16,11,17600,ROKAR
9543,Software Engineer,2016-11-16,0,10000,אקספריס
9544,Web Programmer,2016-11-16,7,25000,"בע""מ מדיה אניקליפ"
9545,DevOps,2016-11-16,2,7000,MegaFon
9546,Web Programmer,2016-11-16,2,18000,ברנובייט
9547,Mobile Programmer,2016-11-15,0,13000,אנטריפוינט
9548,C# Programmer,2016-11-15,1,15000,איסלנדס סקיור
9549,Sysadmin Windows,2016-11-15,1,8000,קודאק
9550,PHP,2016-11-15,2,10000,מרקטס די וואי אר
9551,Software Engineer,2016-11-14,2,17000,רפאל
9552,DevOps,2016-11-14,11,30500,HPE מרקורי
9553,Software Student,2016-11-14,0,6500,מיקרוסופט
9554,C# Programmer,2016-11-14,0,1670,צ'קפוינט
9555,.NET,2016-11-14,4,21000,נטפורמיקס
9556,Java Programmer,2016-11-14,0,13500,איידומו
9557,DevOps,2016-11-14,7,27000,HPE מרקורי
9558,Web Programmer,2016-11-14,2,19000,סיזמק
9559,C Programmer,2016-11-14,7,23000,אן.סי.אר
9560,.NET,2016-11-14,3,18000,מטריקס
9561,Software Engineer,2016-11-14,10,24000,פארדיגם
9562,Web Programmer,2016-11-14,5,23000,HPE מרקורי
9563,Mobile Programmer,2016-11-13,0,12000,מוטורולה
9564,C# Programmer,2016-11-13,8,35000,יבמ - טראסטיר
9565,Software Student,2016-11-13,0,3200,אינטל
9566,Team Leader,2016-11-13,2,18000,אבוג'ן
9567,C Programmer,2016-11-13,5,22000,ספיאנס
9568,Software Engineer,2016-11-13,0,11000,אמדוקס
9569,.NET,2016-11-13,2,9000,"שע""ם - ממוכנים עיבודים שירות"
9570,.NET,2016-11-13,2,8600,המיסים רשות
9571,Team Leader,2016-11-13,4,25000,ECI
9572,C# Programmer,2016-11-13,2,20250,מטריקס
9573,Web Programmer,2016-11-13,1,13000,DMG
9574,Software Engineer,2016-11-13,0,19000,אינטל
9575,Software Student,2016-11-13,0,6500,אורבוטק
9576,C# Programmer,2016-11-13,2,17000,dbMotion
9577,C# Programmer,2016-11-12,2,19500,אסנס
9578,Cyber Security,2016-11-12,0,10000,פרטנר
9579,Web Programmer,2016-11-12,5,24000,אופטימוב
9580,C Programmer,2016-11-12,4,20000,ורינט
9581,DevOps,2016-11-12,3,26000,HPE מרקורי
9582,C# Programmer,2016-11-12,3,26000,טאבטייל
9583,Java Programmer,2016-11-12,0,17000,ECI
9584,C# Programmer,2016-11-12,0,8000,מטריקס
9585,Python Programmer,2016-11-12,1,18000,אינטל
9586,C# Programmer,2016-11-12,5,15000,תוכנה סיסנת
9587,C# Programmer,2016-11-12,3,7200,"צה""ל"
9588,C Programmer,2016-11-10,8,35000,אינטל
9589,.NET,2016-11-10,1,10000,אואזיס קוד
9590,Software Engineer,2016-11-10,10,30000,קמינריו
9591,Software Engineer,2016-11-09,5,26000,ורוניס
9592,Software Engineer,2016-11-09,0,17000,נייס
9593,Java Programmer,2016-11-09,2,19000,אקספריטסט
9594,C# Programmer,2016-11-09,0,13000,ג'נסיס
9595,DevOps,2016-11-09,3,21000,ורוניס
9596,Algorithms Developer,2016-11-09,11,34000,אינטל
9597,C Programmer,2016-11-09,1,7000,נטסורס
9598,Java Programmer,2016-11-09,2,17000,אקטימייז נייס
9599,Team Leader,2016-11-09,1,9500,אקספריס
9600,C Programmer,2016-11-09,2,15000,אינטל
9601,Java Programmer,2016-11-09,11,25000,דל
9602,Java Programmer,2016-11-09,3,25000,פייברנט
9603,C# Programmer,2016-11-09,7,29000,קומברס
9604,Web Programmer,2016-11-09,6,24000,סיזמק
9605,C Programmer,2016-11-09,4,22000,אינדיגו HP
9606,Algorithms Developer,2016-11-08,6,30000,מערכות אלביט
9607,Team Leader,2016-11-08,10,28000,גרופ ריסקו
9608,Software Engineer,2016-11-08,7,24000,מערכות אלביט
9609,Software Engineer,2016-11-08,10,27000,ישראל ג'מלטו
9610,Sysadmin Windows,2016-11-08,5,13200,ולעבודה אורטל
9611,Cyber Security,2016-11-07,2,9000,מטיריאלס אפלייד
9612,Team Leader,2016-11-07,11,30000,רדקום
9613,Team Leader,2016-11-07,7,10500,מערכות י.ב.
9614,C# Programmer,2016-11-07,4,27000,EMC
9615,Team Leader,2016-11-07,8,32000,בי.אם.סי
9616,Web Programmer,2016-11-07,0,20000,סיטיבנק
9617,Software Engineer,2016-11-07,1,33000,אינדיגו HP
9618,DevOps,2016-11-07,8,25000,טנכור קלא
9619,Java Programmer,2016-11-07,0,16000,מאך סטארהום
9620,Team Leader,2016-11-07,10,33000,וויסי
9621,Cyber Security,2016-11-07,2,5000,כאל
9622,Software Engineer,2016-11-07,0,9000,תקשורת 016
9623,Software Engineer,2016-10-31,11,25000,צ'קפוינט
9624,Python Programmer,2016-10-31,0,13000,ראיה טכנולוגיות מובילאיי
9625,Software Engineer,2016-10-31,4,22000,קום-אייטי
9626,DevOps,2016-10-31,1,15000,בע״מ טכנולוגיות מ.מורל
9627,Web Programmer,2016-10-30,1,22000,ClickSoftware
9628,C# Programmer,2016-10-30,7,25000,נייס
9629,Mobile Programmer,2016-10-30,3,24000,AVG
9630,C# Programmer,2016-10-30,4,16000,eWaveMD
9631,Algorithms Developer,2016-10-30,0,27000,ברקת
9632,DevOps,2016-10-30,0,12000,סאפ
9633,Software Engineer,2016-10-30,1,19000,ורינט
9634,Cyber Security,2016-10-30,3,10000,מוטורולה
9635,Sysadmin Windows,2016-10-30,0,7500,מלאנוקס
9636,Software Engineer,2016-10-30,3,23000,ורינט
9637,Java Programmer,2016-10-30,3,20000,אינראקטיב
9638,Software Engineer,2016-10-30,2,18000,מערכות אלביט
9639,Team Leader,2016-10-30,5,16000,הראל
9640,Database Administrator,2016-10-30,0,9000,פוינטגראב
9641,Java Programmer,2016-10-30,0,7000,סופטוויר גליל
9642,DevOps,2016-10-30,2,26000,פאנאיה
9643,.NET,2016-10-27,6,19000,קום-אייטי
9644,Cyber Security,2016-10-27,10,35000,סיסקו
9645,Software Engineer,2016-10-27,5,16000,ספטיר
9646,Software Student,2016-10-27,0,6000,צ'קפוינט
9647,Java Programmer,2016-10-27,3,14000,הולה
9648,Software Student,2016-10-26,0,5000,"בע""מ רפואיות טכנולוגיות סי.אם.טי."
9649,Team Leader,2016-10-26,3,10000,"צה""ל"
9650,Sysadmin Windows,2016-10-26,0,7000,לייבפרסון
9651,DevOps,2016-10-25,2,12500,אווירית תעשייה
9652,C# Programmer,2016-10-25,0,19000,נס
9653,.NET,2016-10-22,10,5000,it ביונד
9654,C Programmer,2016-10-20,2,11200,סופטוויר גליל
9655,Software Engineer,2016-10-20,0,20000,אינטל
9656,Web Programmer,2016-10-19,0,8000,נס
9657,C Programmer,2016-10-19,8,15000,תבור
9658,Team Leader,2016-10-19,10,25000,ורינט
9659,Software Engineer,2016-10-19,5,25000,אפיקס
9660,C# Programmer,2016-10-18,10,28000,סנוקס
9661,Software Student,2016-10-18,0,10000,אינטל
9662,.NET,2016-10-18,1,15000,אס פי יו
9663,C# Programmer,2016-10-18,3,20900,Group MER
9664,Software Engineer,2016-10-18,2,15000,אינטל
9665,Java Programmer,2016-10-18,1,20000,קרדורקס
9666,Software Engineer,2016-10-18,2,29000,הולה
9667,Web Programmer,2016-10-18,0,10000,מרקר דה
9668,C# Programmer,2016-10-18,0,11800,טכנולוגיות טק קורן
9669,Software Student,2016-10-18,1,9000,אינטל
9670,Software Engineer,2016-10-18,6,29000,קואלקום
9671,Software Engineer,2016-10-16,3,21500,דיימנשנס קליק
9672,Sysadmin Windows,2016-10-16,3,15000,ורינט
9673,Java Programmer,2016-10-16,3,9000,סופטוויר גליל
9674,Software Engineer,2016-10-16,7,29500,יבמ
9675,C Programmer,2016-10-16,5,23000,מערכות אלביט
9676,Software Engineer,2016-10-16,0,15000,סורס ברייט
9677,Team Leader,2016-10-16,11,24000,אן.סי.אר
9678,Linux,2016-10-16,2,16500,יבמ
9679,Software Engineer,2016-10-16,6,21000,מחשבים אמן
9680,Sysadmin Windows,2016-10-16,3,10000,ארץ דרך
9681,Database Administrator,2016-10-13,0,1200,הוט
9682,C# Programmer,2016-10-13,0,7000,סי.אס גליל
9683,Mobile Programmer,2016-10-13,1,14000,תוכנה תעשיות אלמוג
9684,Algorithms Developer,2016-10-13,2,18000,צ'קפוינט
9685,Cyber Security,2016-10-13,0,8500,הבינלאומי בנק
9686,C# Programmer,2016-10-11,1,20000,קורטיקה
9687,C Programmer,2016-10-11,0,21000,אלטייר
9688,Software Engineer,2016-10-10,5,20600,מערכות אלביט
9689,C Programmer,2016-10-10,1,15000,מושנייז
9690,C Programmer,2016-10-10,0,15000,סאפ
9691,Software Engineer,2016-10-10,6,26000,סמסונג
9692,Software Engineer,2016-10-10,3,27000,אלקטל-לוסנט
9693,Java Programmer,2016-10-10,1,18000,סאפ
9694,.NET,2016-10-10,5,22000,eWave
9695,Python Programmer,2016-10-10,2,15000,סודקסו
9696,Software Engineer,2016-10-08,2,20000,סאפ
9697,Java Programmer,2016-10-08,0,18000,נייס
9698,Team Leader,2016-10-08,10,35000,קודאק
9699,Software Student,2016-10-08,0,10000,אינדיגו HP
9700,C# Programmer,2016-10-08,6,30000,קלריזן
9701,Linux,2016-10-08,4,18000,אינטל
9702,Java Programmer,2016-10-07,0,14000,ליבריס אקס
9703,C# Programmer,2016-10-07,0,10000,אר.בי.פי.קי.אר
9704,Software Student,2016-10-07,0,4000,מערכות אלתא
9705,C# Programmer,2016-10-07,10,25000,טרנסווי
9706,C Programmer,2016-10-07,11,21000,מוטורולה
9707,.NET,2016-10-07,6,25000,ישראל סירס
9708,Java Programmer,2016-10-07,2,22000,פאנאיה
9709,C Programmer,2016-10-07,11,40000,דל
9710,Software Engineer,2016-10-07,4,20000,מלאנוקס
9711,Software Engineer,2016-10-07,8,23000,פנסיונית מסלקה
9712,Team Leader,2016-10-07,1,16000,פלסן
9713,DevOps,2016-10-07,3,17000,HPE מרקורי
9714,Software Engineer,2016-10-07,3,16000,SQLink
9715,Software Engineer,2016-10-07,5,25000,מערכות אלביט
9716,Software Engineer,2016-10-05,0,17000,אינטל
9717,Web Programmer,2016-10-05,3,21000,פריון
9718,C# Programmer,2016-10-05,7,20500,אינדיגו HP
9719,Cyber Security,2016-10-05,2,1500,"צה""ל"
9720,C# Programmer,2016-10-04,3,20000,אמפרסט
9721,Software Engineer,2016-10-04,4,15000,מטריקס
9722,Java Programmer,2016-10-04,0,14000,ליבריס אקס
9723,DevOps,2016-10-04,0,22000,איזיטריידר
9724,Software Student,2016-10-04,0,13000,אינטל
9725,.NET,2016-10-04,0,10000,mts
9726,C# Programmer,2016-10-04,11,18000,ישראל משטרת
9727,Algorithms Developer,2016-10-04,8,31000,קדנט
9728,C# Programmer,2016-10-04,0,17000,טל וי די
9729,C# Programmer,2016-10-04,0,14000,מטריקס
9730,.NET,2016-10-04,5,30000,גוגל
9731,C# Programmer,2016-10-03,2,10000,אקסיומה
9732,C Programmer,2016-10-03,4,24000,SQLink
9733,.NET,2016-10-03,0,8000,eWave
9734,C# Programmer,2016-10-03,4,17000,מטריקס
9735,Software Engineer,2016-10-03,11,27000,קלריזן
9736,C Programmer,2016-09-29,3,7500,גלובל מטריקס
9737,Software Engineer,2016-09-29,4,24000,מערכות אלביט
9738,Linux,2016-09-28,11,20000,אמדוקס
9739,Software Engineer,2016-09-28,10,25000,מערכות אלביט
9740,Software Student,2016-09-28,0,6000,אינטל
9741,Web Programmer,2016-09-28,0,12000,צ'קפוינט
9742,.NET,2016-09-28,2,18000,אן.סי.אר
9743,Mobile Programmer,2016-09-28,0,10000,קוויקוד
9744,Software Student,2016-09-28,5,6000,מערכות אלתא
9745,C# Programmer,2016-09-28,0,5500,סינטקמדיה
9746,Sysadmin Windows,2016-09-28,4,20000,HPE מרקורי
9747,Java Programmer,2016-09-28,1,4500,גלובל מטריקס
9748,Web Programmer,2016-09-28,5,6500,DESIGN EK
9749,Software Engineer,2016-09-28,5,24000,ישראל ג'מלטו
9750,Software Student,2016-09-27,0,15000,אינטל
9751,Algorithms Developer,2016-09-27,0,12000,סאפיאנס
9752,DevOps,2016-09-27,1,8500,קומקס
9753,Software Engineer,2016-09-27,2,25500,פריסקייל
9754,Software Engineer,2016-09-27,0,20000,אינטל
9755,Software Student,2016-09-27,0,5000,אינטל
9756,C Programmer,2016-09-27,2,28000,מערכות אלביט
9757,DevOps,2016-09-27,1,12000,Design GUI - UI
9758,Mobile Programmer,2016-09-26,3,18000,וריפון
9759,Team Leader,2016-09-26,0,20000,פנסיונית מסלקה
9760,Web Programmer,2016-09-26,2,18000,פנסיונית מסלקה
9761,DevOps,2016-09-26,3,15000,פריסקייל
9762,Team Leader,2016-09-26,1,9500,עלבד
9763,Team Leader,2016-09-25,10,23000,מחשבים אמן
9764,Python Programmer,2016-09-25,2,24000,קנשו
9765,Software Engineer,2016-09-25,5,1200,"צה""ל"
9766,C Programmer,2016-09-25,0,19000,רדויז'ן
9767,Software Engineer,2016-09-25,5,12000,"צה""ל"
9768,Database Administrator,2016-09-25,6,22000,SQLink
9769,Web Programmer,2016-09-22,3,17000,צ'קפוינט
9770,Team Leader,2016-09-22,9,27000,אמדוקס
9771,Software Engineer,2016-09-22,3,18000,אלטייר
9772,Team Leader,2016-09-22,10,10000,"צה""ל"
9773,Web Programmer,2016-09-22,1,17000,זאפ קבוצת
9774,Software Student,2016-09-22,0,3000,אינטל
9775,.NET,2016-09-22,3,21000,נייס
9776,Cyber Security,2016-09-22,4,20000,טים8
9777,Java Programmer,2016-09-22,4,16000,אמדוקס
9778,Software Engineer,2016-09-22,10,10000,אמדוקס
9779,Software Engineer,2016-09-22,6,25000,חברלאבס
9780,Sysadmin Windows,2016-09-22,10,32000,פיקסיה
9781,Java Programmer,2016-09-22,4,15000,נס
9782,Software Engineer,2016-09-22,2,10000,צבאן
9783,C# Programmer,2016-09-22,0,14000,מטריקס
9784,Software Engineer,2016-09-22,8,31000,אן.סי.אר
9785,Web Programmer,2016-09-21,3,21500,אל או אי
9786,Algorithms Developer,2016-09-21,7,30000,מטיריאלס אפלייד
9787,Software Engineer,2016-09-20,11,30000,לאבס לנדא
9788,C# Programmer,2016-09-20,2,11000,סופט אנג'י
9789,Team Leader,2016-09-20,10,21000,מחשבים אמן
9790,Java Programmer,2016-09-20,5,15000,אמדוקס
9791,Team Leader,2016-09-20,3,8000,eTeacher
9792,DevOps,2016-09-20,1,15000,אינטל
9793,C# Programmer,2016-09-20,1,13000,נס
9794,.NET,2016-09-20,0,4500,אינטרנשונל אנדרומדה
9795,C Programmer,2016-09-20,11,22000,מקסון
9796,Software Engineer,2016-09-19,7,30000,יבמ
9797,.NET,2016-09-19,2,9500,מחשבים אמן
9798,Linux,2016-09-19,2,12000,סיילסטק
9799,Mobile Programmer,2016-09-19,1,25000,דוולור
9800,Cyber Security,2016-09-18,3,22000,הפועלים בנק
9801,C# Programmer,2016-09-18,3,18000,עמיטל
9802,Team Leader,2016-09-18,2,11000,טבע
9803,.NET,2016-09-18,5,24000,נייס
9804,Team Leader,2016-09-18,10,21000,מטריקס
9805,Java Programmer,2016-09-18,10,18500,קיו טופ
9806,Team Leader,2016-09-18,11,28000,קוגניפי
9807,Web Programmer,2016-09-18,10,24500,נטפורמיקס
9808,Cyber Security,2016-09-18,0,8000,יונילינק
9809,C# Programmer,2016-09-18,4,23400,ק.א. אסטרונאוטיקס
9810,C# Programmer,2016-09-18,0,17000,אנויטק
9811,.NET,2016-09-18,7,19000,אפ.אמ.אר
9812,Software Engineer,2016-09-18,0,12000,מערכות אלתא
9813,Team Leader,2016-09-18,6,10000,"צה""ל"
9814,Team Leader,2016-09-15,7,28000,קנשו
9815,Java Programmer,2016-09-15,9,28000,סיסקו
9816,Software Engineer,2016-09-15,11,27000,סופרדריבטיבס
9817,C Programmer,2016-09-15,0,4500,Qualitest
9818,Software Engineer,2016-09-15,9,24000,תדיעד
9819,Sysadmin Windows,2016-09-15,6,18000,נס
9820,Database Administrator,2016-09-14,10,22000,פרפורמית
9821,Software Student,2016-09-14,0,6500,נטוורקינג אופטיקל אדווה
9822,Software Engineer,2016-09-14,2,16000,אנ.די.אס
9823,Software Student,2016-09-14,0,6000,נייס
9824,C# Programmer,2016-09-14,1,12000,סינטקמדיה
9825,Software Engineer,2016-09-14,5,31000,רשתות F5
